17984,οξυτονειται
4724,αφητορα
11950,ηλιω
1703,αιψα
12427,θελω
7685,εδεησε
18374,ουλης
3406,απεοικοτες
23970,τερματος
2015,αλλαι
1090,αγειραιμι
18139,ορθοτονουμενη
17088,νεωτερικην
11280,ευρισκομεν
16805,μος
3220,απαιτουντες
11251,ευπρεπες
422,perspersbggPeteus
15370,λαφυραγωγω
25327,φανησεσθαι
15859,μαθοντες
4030,αρεσκουσα
8060,εισαγει
14167,κεαρ
8660,ελκετο
18475,οφθαλμους
14221,κεκληται
15545,λεχοποιην
3855,αποτελεσθηναι
3163,αξιωμα
9523,εξορθοι
25581,φιλοτιμειται
25334,φαντες
16341,μεταβολη
15916,μανιοδως
23629,σωρευσασθω
22241,σιδωνιος
23265,συνεφωρμησεν
2989,ανταποδουναι
17494,οικειοτερον
4357,ασκηθεις
8552,ελαχιστος
14085,κατησθιον
12797,ι¨κμαδος
10454,επληγη
9266,ενταυθa
23690,ταξεως
24477,τριγληνα
844,perspersgaaAretaon
4738,αφικνουμενοι
59,perspersaaaerror
24859,υπερβαλλοντες
1171,αγοραις
22560,στενουσαν
14544,κληρωθητε
366,perspersbbeerror
24230,τλησομ
20571,πολεσι
23900,τελεον
9329,ενφερεσθαι
9152,ενεχομενα
1102,αγεμεν
26542,ωσι
79,perspersaaeerror
11025,ετιμηθη
26088,χθες
17639,ολεσαντ
21970,ροιον
6803,διετασσε
14159,καυχησται
2920,ανιασθαι
7654,εγχουσ
14430,κιλλαν
7438,εασκεν
2783,ανεπαισθητον
26274,χρωτα
18562,παιδας
7710,εδην
5858,γυμνον
6819,διεχθρας
11925,ηλη
732,persperseidAugeas
14639,κοιμηθηναι
11775,ηγνωηκεν
8714,ελλος
16361,μετακειται
7560,εγκαλεσαιμι
14398,κηρυκας
1896,ακρωτηριον
11110,ευγενεις
25649,φοινικι
16451,μετεγραφε
13271,καγω
19522,πελεθρον
22746,στροβηλια
18507,οχληροι
5978,δασειας
7292,δυντος
8918,εμυηθη
25594,φιλοψογος
1526,αιθοντος
6816,διεφθειρεν
18575,παιδοποιιαι
436,perspersbiClytemnestra
20908,πρηνεις
11845,ηθεον
26370,ψιλουσιν
18304,οστεων
15231,λαβομενη
4951,βαρουμενην
22203,σημειωδης
11869,ηθος
3044,αντικομιζομεν
1374,αθανασιας
18628,παλλομενα
21081,προθεσεισ
9558,εοικος
18605,παλαιων
15878,μακρα
21502,προσωδιαν
19552,πεμπτον
24228,τληναι
17104,νηει
9318,εντριβη
13915,καταφρονουσι
15135,κυντερος
10261,επισκοπος
3089,αντοδωρος
18550,παθοις
25779,φρυνιχος
2204,αμοιβην
12178,ησθετο
14876,κρατος
12703,θυμα
5401,βυρσας
12346,θας
12635,θρακων
13950,κατειρηκεν
4051,αρθεισων
21464,προστιθησι
7886,ειδωλον
26025,χειλος
145,perspersabdApis
15308,λαμβανουσιν
19334,παρωχημενον
19313,παρχει
8915,εμπυρου
24338,τορευτης
11910,ηλαττωσθαι
5840,γραφωμεν
10279,επισταμενω
25257,υψι
8298,εκκλησια
5566,γενναι
23850,τειχοποιει
7315,δυσευρετων
15420,λεγοντα
24543,τροποις
22518,στασεως
158,perspersabejAigina
23550,σχεδην
15120,κυνηγητικης
14774,κορινθ//κορινθου
11714,ζωον
13159,ισταται
26230,χροντιζοντα
21443,προστασσε
3140,αξιναις
22855,συγχεομενος
13556,καμνον
17707,ομαρτηδην
1147,αγνον
22220,σθαι
