17984,ονοματοθετικως
10808,εσεως
11950,ηκουσε
1703,αιχμαλωτος
12427,θαυμαστικωτερον
7685,εγχεσπαλοι
18374,οστεοις
3406,απελπισαντες
23970,τεκτονικης
2015,αλκις
1090,αγγελμα
18139,οργανοις
17088,νενυχεν
11280,ευμφερον
16805,μοιραι
11251,ευκτιτον
3220,απαγγελτικον
422,perspersbffStentor
15370,λαμβανων
25327,υστεροληπτον
15859,λυπην
4030,αργυριον
8060,ειρηκεναι
14167,κατοικουσαι
8660,ελην
18475,ουρανι
14221,καυχωμαι
15545,λεξασθην
3855,αποστροφης
3163,αξιοπιστοτερος
25334,υτηλα
9523,εξηλλαξεν
25581,φθαρεν
16341,μεριμνωντας
15916,μαθοι
23629,σφοδρω
22241,σηαινει
23265,συνελθης
17494,οδυνηρα
2989,ανταποδιδομενον
14085,κατεστησε
8552,ελαιοπωλους
12797,θυρας
4357,ασθενη
10454,επιφεροιτο
9266,εννιοι
23690,σωζειν
24477,τουτο
844,perspersfhhAethra
4738,αφηκαν
59,persneedurnerror
24859,υλας
1171,αγνωστα
22560,σπευδειν
14544,κλαγγης
366,perspersbaierror
24230,τιθεασι
23900,τεθεατο
20571,ποιμνιωδιαδηλος
9329,εντελως
9152,ενεργητικον
1102,αγειρετωσαν
79,perspersaaciAristoxenus
26542,ωηθης
11025,ετει
26088,χανουσα
21970,ρηγνυντα
6803,διεξηλθε
17639,οινοχοον
14159,κατιδιαν
2920,ανθρωποι
7654,εγκωμια
14430,κεχωρισθαι
7438,δωρων
2783,ανεμοστρεφες
26274,χραισμειν
18562,οφθειη
7710,εδανειζον
5858,γραφικως
6819,διεσκευασται
11925,ηθροισμενοι
732,persperseggApollonius
14639,κλινων
11775,ζωστηρα
8714,ελλαδι
16361,μεσημβριας
7560,εγει
14398,κεφαλαις
1896,ακροτατον
11110,ετρεφετο
25649,φιλειν
16451,μεταλλησαι
13271,ισχυρον
19522,πεζη
22746,στιξωμεν
18507,ουσης
5978,δαναοισιν
7292,δυναμενος
8918,εμπεσουνται
25594,φθεγγομενος
1526,αιθεσθαι
6816,διεσθαι
18575,οφρυωμα
436,perspersbhaAjax
20908,πους
11845,ηδ
26370,χρυσορραπις
18304,ορνηθι
15231,κυτη
4951,βαμβαλυζων
