2108,καταμαθοι
3634,τελειοτατον
1175,εδακρυεν
1144,εβασκηνεν
2288,λαον
1703,ευπρεπως
1956,ιατρος
1546,επικουριαν
2350,λογους
2493,μηπως
1028,διδασκομεθα
699,αυριον
1438,ενικη
3406,στιζουσιν
3672,τιμια
2841,παραβαλλεται
2876,παραλαβειν
687,αττικως
1090,δορπον
185,αδεες
2015,ιστορει
1662,ετραφη
1370,ελληνων
3337,σελαι
525,απεσφαξεν
365,αναγνωσιν
3293,πυλαι
1704,ευπριστιας
638,αρμοδιον
3220,προσανεχειν
422,ανδρα
263,αιχμαλωτον
1266,εκααστων
2398,μεθυον
183,αγωνιζεσθαι
4030,χρηται
1823,ηπερ
551,αποδιδοται
1646,ετεον
694,αυξει
3324,ρωσιν
2119,καταστειλαι
1373,ελπιδα
3982,φυλαξαιτο
3719,τουδεους
3646,τελους
3298,πυρ
4011,χειρι
3855,υποχωρουντες
3111,ποιων
637,αρματι
730,βαλειν
3163,πραγματευεται
4081,ωφειλε
3914,φευξεσθαι
1050,διι
1276,εκατεραν
802,βραδυ
1356,ελκον
2989,πεπληρωσθαι
3762,τρωων
4021,χρειαν
3408,στιχοι
3326,σαρκα
103,perspersfacAmopaon
526,απετεμνε
844,γενομενου
3711,τοπου
59,perspersbaaDionysius
2874,παρακειται
3271,προφανεισας
1171,εγραψεν
2450,μεταληψει
211,αθροως
366,αναγνωστεον
1058,διοσημιας
2136,κατηγορουσιν
1102,δυικου
79,perspersbjaHades
1388,εμπεδος
2746,ορει
2030,καδησομαι
3319,ροδοδακτυλος
3943,φιλοφρονουμενος
3292,πυκτης
3651,τεσσαρων
2920,παρηγοριας
1570,επισπευδουσα
1864,θανασιμος
1574,επιστρεφων
2570,νευρα
2783,ουδετερως
889,γραφηται
2336,λιπαρα
485,αοιδος
1636,εστως
732,βαλλε
3105,ποιοι
918,δεθεις
2078,καλον
535,απηνειαν
2170,κεντρου
3570,σωζει
1896,θεραπευσοντος
3288,πτοουσα
1075,διωξιν
